,gene,decouple_TAC,couple_TAC,decouple_cortex,couple_cortex,decouple_irs,couple_irs,decouple_medulla,couple_medulla
72,DPAGT1,-0.002406637525134925,0.0023966375251349248,,,-0.04476863273171501,0.04475863273171501,,
73,CENPC1,0.006427426669047026,-0.006437426669047026,-0.0060173572856282165,0.006007357285628217,-0.00019352171926113881,0.00018352171926113881,-0.009574310815551185,0.009564310815551185
74,PDLIM5,0.005000671005754409,-0.005010671005754409,0.006249306978986707,-0.006259306978986707,0.0003016617588438575,-0.0003116617588438575,0.0035659559002555186,-0.0035759559002555186
75,TOPBP1,0.007288234952549738,-0.007298234952549738,0.004955157340972113,-0.004965157340972113,0.008527128421662866,-0.008537128421662866,0.016650817425941628,-0.016660817425941627
76,DYNC2H1,0.002982087864592718,-0.002992087864592718,0.01553260346095707,-0.01554260346095707,0.008092042884497413,-0.008102042884497413,0.0035857011037478542,-0.0035957011037478542
77,CTDSPL2,0.005363535752874682,-0.0053735357528746815,0.003524418808402166,-0.003534418808402166,-0.00869775490879697,0.00868775490879697,0.012179276483329393,-0.012189276483329393
78,KRT10,0.0035145883864475397,-0.0035245883864475397,0.011324995346050429,-0.011334995346050428,0.0064170424030100814,-0.006427042403010081,0.004464791586153344,-0.004474791586153343
79,NDUFS4,0.004427128326255553,-0.004437128326255552,0.007629456029262474,-0.007639456029262474,0.008584109784802882,-0.008594109784802881,0.002816671334286952,-0.002826671334286952
80,ATP11A,0.004116240133651798,-0.004126240133651798,0.005584427556776864,-0.005594427556776863,0.004836066780031095,-0.004846066780031095,0.012656515417757294,-0.012666515417757294
81,EXOC6B,0.005461306278501672,-0.005471306278501672,0.00959705474846674,-0.00960705474846674,0.0064324741606976155,-0.006442474160697615,0.0057443344197304486,-0.005754334419730448
82,BRD8,0.0017692434686993747,-0.0017792434686993747,0.009016264003164007,-0.009026264003164006,-0.002424873941014455,0.002414873941014455,0.003817013705926464,-0.003827013705926464
83,SLC16A9,0.004839724723712316,-0.0048497247237123155,-0.020999117410470225,0.020989117410470225,0.0025088107393769626,-0.0025188107393769627,-0.03022765868050354,0.03021765868050354
84,PTCH1,0.005649089798440879,-0.0056590897984408785,0.012307872677543047,-0.012317872677543047,0.002310109074407471,-0.002320109074407471,0.0022870438749491157,-0.0022970438749491157
85,SLC27A6,0.004457805426301441,-0.00446780542630144,0.009876515245707929,-0.009886515245707928,,,,
86,PRPF18,0.004001249577316651,-0.004011249577316651,0.005965331946770042,-0.005975331946770041,-0.0045210289802710135,0.004511028980271014,0.00797485714632161,-0.007984857146321609
87,RPTOR,0.006599715014126151,-0.00660971501412615,0.010044686227855495,-0.010054686227855495,0.009640746314436358,-0.009650746314436357,0.006876806568492974,-0.006886806568492974
88,INCENP,0.006937999071092049,-0.006947999071092049,-0.004996016214495899,0.0049860162144959,-0.013629158580029714,0.013619158580029714,-0.013618575998871979,0.01360857599887198
