,gene,decouple_UL,couple_UL,decouple_RAO,couple_RAO,decouple_DL,couple_DL,decouple_Subplate,couple_Subplate,decouple_VSVZ,couple_VSVZ,decouple_IPC,couple_IPC,decouple_DC,couple_DC
26,BEND6,-0.005710543494212954,0.005710543494212954,-0.014221734154499628,0.014221734154499628,-0.0014940327536193398,0.0014940327536193398,-0.005295605046390352,0.005295605046390352,,,,,0.002523455716469336,-0.002523455716469336
27,ARHGEF4,-0.0019642095914440827,0.0019642095914440827,-0.0018512155491024473,0.0018512155491024473,-0.005578990041860785,0.005578990041860785,-0.007012053988541808,0.007012053988541808,0.0001427633535263234,-0.0001427633535263234,,,0.0007981582546932875,-0.0007981582546932875
28,NPAS2,-0.010017130977609472,0.010017130977609472,0.0011894699220034652,-0.0011894699220034652,-0.002759537830215146,0.002759537830215146,0.015923812575621005,-0.015923812575621005,,,,,,
29,GM29260,-0.0015413843139955793,0.0015413843139955793,0.011237830865961043,-0.011237830865961043,-0.006728426987604376,0.006728426987604376,0.005135062068957169,-0.005135062068957169,,,,,0.0026315037000453345,-0.0026315037000453345
30,GM28175,0.0046527506885921804,-0.0046527506885921804,0.01097411731356223,-0.01097411731356223,-7.973721399082839e-05,7.973721399082839e-05,0.012349009396117001,-0.012349009396117001,0.014490031240466689,-0.014490031240466689,,,0.0006464555381348949,-0.0006464555381348949
31,ECRG4,0.010406896998614745,-0.010406896998614745,-0.000549543930074961,0.000549543930074961,-0.011751019514424234,0.011751019514424234,0.002413396086461024,-0.002413396086461024,,,,,,
32,GULP1,,,-0.0061952207268442736,0.0061952207268442736,-0.0167820023165176,0.0167820023165176,,,,,,,,
33,COL5A2,-0.013485371107761393,0.013485371107761393,-0.012717859519972688,0.012717859519972688,0.01623822147131701,-0.01623822147131701,-0.0010461352356326073,0.0010461352356326073,,,,,0.0025687731250011725,-0.0025687731250011725
34,DNAH7B,-0.01257591625515269,0.01257591625515269,-0.008022877117686525,0.008022877117686525,-0.00018291062752657378,0.00018291062752657378,0.0042560740371368685,-0.0042560740371368685,,,,,0.00556389271875718,-0.00556389271875718
35,TMEFF2,0.029117866209179104,-0.029117866209179104,-0.0024250003918293364,0.0024250003918293364,-0.0019147952577187738,0.0019147952577187738,-0.004850841052362255,0.004850841052362255,,,,,0.0054073565274603205,-0.0054073565274603205
36,MYO1B,-0.003072798011493294,0.003072798011493294,-0.0015746991935000135,0.0015746991935000135,0.006801534078844561,-0.006801534078844561,-0.0009109828127330105,0.0009109828127330105,,,,,-8.022721136632244e-05,8.022721136632244e-05
37,STAT1,-0.002078826964330871,0.002078826964330871,0.013441822624124182,-0.013441822624124182,0.0041544937437184015,-0.0041544937437184015,0.006524634844842246,-0.006524634844842246,,,,,0.004161068857018023,-0.004161068857018023
38,STK17B,,,0.005023995236246297,-0.005023995236246297,,,,,,,,,0.025197097289194434,-0.025197097289194434
39,HECW2,-0.002584024168197245,0.002584024168197245,0.007111322385594122,-0.007111322385594122,-0.00010661597490577851,0.00010661597490577851,-0.0015389675134145353,0.0015389675134145353,,,,,0.005127169030299347,-0.005127169030299347
40,RFTN2,-0.002934216954236353,0.002934216954236353,0.007898466061474888,-0.007898466061474888,-0.006552460746669465,0.006552460746669465,,,,,,,-1.695475722345019e-05,1.695475722345019e-05
41,PLCL1,-0.002245621520373997,0.002245621520373997,0.0026892774076666265,-0.0026892774076666265,-0.004195717819898005,0.004195717819898005,0.0003727172733519607,-0.0003727172733519607,,,,,0.007078821443498251,-0.007078821443498251
42,SATB2,0.00394816977760009,-0.00394816977760009,0.005008315652876613,-0.005008315652876613,0.007957064758020868,-0.007957064758020868,0.0012843188417544227,-0.0012843188417544227,,,,,0.0018572518415329899,-0.0018572518415329899
43,9130024F11RIK,-0.003229027931498145,0.003229027931498145,-0.004885496651949636,0.004885496651949636,0.006845282414344178,-0.006845282414344178,-0.0018320070652277157,0.0018320070652277157,,,,,0.004125111609610085,-0.004125111609610085
44,SPATS2L,-0.0003271446035086542,0.0003271446035086542,-0.007547278918294854,0.007547278918294854,-0.001612695977113228,0.001612695977113228,0.002885015406427216,-0.002885015406427216,,,,,6.736810246599223e-07,-6.736810246599223e-07
45,SGO2A,-0.0007653999298243286,0.0007653999298243286,-0.003802702631977385,0.003802702631977385,-0.0040129544836270195,0.0040129544836270195,0.0065669906239646456,-0.0065669906239646456,,,,,0.007128944869812998,-0.007128944869812998
46,CASP8,,,0.0045200680979055885,-0.0045200680979055885,,,,,,,-0.0,0.0,,
47,GM973,-0.01936561007845643,0.01936561007845643,-0.0012917416733300296,0.0012917416733300296,-0.011280551079065011,0.011280551079065011,-0.0031435122834024,0.0031435122834024,,,,,,
48,PARD3B,0.020448311634754385,-0.020448311634754385,-0.00043147246720167537,0.00043147246720167537,0.009651789404691115,-0.009651789404691115,-0.00047416568020980376,0.00047416568020980376,,,,,0.0006235004298111267,-0.0006235004298111267
49,PARD3BOS1,,,0.004332446508457766,-0.004332446508457766,0.0047153805254865,-0.0047153805254865,0.00026115831141427376,-0.00026115831141427376,,,,,,
50,NRP2,0.005812496936200166,-0.005812496936200166,-0.006793385438902302,0.006793385438902302,0.0020782192665829077,-0.0020782192665829077,0.0007550890185872711,-0.0007550890185872711,,,,,-0.00092465688786246,0.00092465688786246
51,ADAM23,-0.00350640742635544,0.00350640742635544,-0.004216381351939032,0.004216381351939032,-0.002385832290389689,0.002385832290389689,-0.0018095237243474574,0.0018095237243474574,,,,,-0.00047647253362870234,0.00047647253362870234
52,UNC80,7.444472542950109e-05,-7.444472542950109e-05,-0.005477526828903963,0.005477526828903963,-0.0036894492401232035,0.0036894492401232035,0.02650483652274533,-0.02650483652274533,,,,,0.00032118221037197997,-0.00032118221037197997
53,ACADL,0.012118068639737078,-0.012118068639737078,0.0012399014392090735,-0.0012399014392090735,-0.006621089478187278,0.006621089478187278,,,,,,,0.0010442843513089675,-0.0010442843513089675
54,ERBB4,0.003570067864502695,-0.003570067864502695,0.005273090611024017,-0.005273090611024017,-0.004074115987784191,0.004074115987784191,0.0021644709636474205,-0.0021644709636474205,,,,,,
55,IKZF2,-0.006965398437679328,0.006965398437679328,-0.008079626355767908,0.008079626355767908,-0.002678037240239302,0.002678037240239302,-0.0014093777629648266,0.0014093777629648266,,,,,0.00516531571656724,-0.00516531571656724
56,SPAG16,-0.019902817742465967,0.019902817742465967,0.003808701472838398,-0.003808701472838398,0.0052517070320083695,-0.0052517070320083695,,,,,,,,
57,VWC2L,-0.007886585282533852,0.007886585282533852,-4.2242610077326825e-05,4.2242610077326825e-05,-0.012753786885654268,0.012753786885654268,-0.0014393312954912238,0.0014393312954912238,,,,,0.0018362754270836515,-0.0018362754270836515
58,BARD1,-0.003696619158123665,0.003696619158123665,0.0016986838063099835,-0.0016986838063099835,-0.0001510701594308883,0.0001510701594308883,-0.0037442047531560108,0.0037442047531560108,,,2.972830315250974e-13,-2.972830315250974e-13,0.0008682406440747616,-0.0008682406440747616
59,FN1,-0.003531279758223413,0.003531279758223413,-0.00515177847972597,0.00515177847972597,0.007022191346455708,-0.007022191346455708,0.0020617924212376,-0.0020617924212376,,,,,0.0026785467025220028,-0.0026785467025220028
60,MARCH4,-0.002116468809218744,0.002116468809218744,0.004085540149468304,-0.004085540149468304,0.006736905642613304,-0.006736905642613304,-0.0008134506295250643,0.0008134506295250643,,,,,0.000255715125722894,-0.000255715125722894
61,IGFBP2,-0.0018519450280199898,0.0018519450280199898,-0.0029300666430887926,0.0029300666430887926,0.006324170740254313,-0.006324170740254313,-0.0004962784571606454,0.0004962784571606454,,,,,0.001041988069448753,-0.001041988069448753
62,IGFBP5,0.0031840273927056517,-0.0031840273927056517,0.00036529028381047934,-0.00036529028381047934,-0.00013812818487251438,0.00013812818487251438,-0.0060389008050697884,0.0060389008050697884,,,,,0.0006662638620648781,-0.0006662638620648781
63,TNS1,-0.013412988620703482,0.013412988620703482,-0.01252642603685443,0.01252642603685443,0.0010011354201363148,-0.0010011354201363148,0.0028146802038006014,-0.0028146802038006014,,,,,0.0005884706429864286,-0.0005884706429864286
